campaign_id,campaign_name,channel_id,campaign_manager,start_date,end_date,budget,campaign_type,target_segment,target_country
2238,Holiday Acquisition Campaign 2019,14,John Lopez,2021-04-14,2021-05-16,3506.18,Acquisition,VIP,Spain
2239,Spring Awareness Campaign 2022,8,Yolanda Wallace,2024-09-06,2024-10-04,3997.65,Awareness,Churned,Netherlands
2240,Flash Conversion Promo 2023,2,Eric Dodson Jr.,2020-03-30,2020-05-31,21310.41,Conversion,All,Indonesia
2241,Prospecting Retention Drive 2024,6,Hunter Woods,2021-08-05,2021-09-18,8412.85,Retention,VIP,Nigeria
2242,,6,Willie Bowers,2019-04-20,2019-06-13,2367.66,Brand,VIP,United States
2243,NewYear Conversion Push 2021,15,,2023-01-09,2023-04-06,5550.56,Conversion,At-Risk,France
2244,Clearance Awareness Sale 2019,10,Gloria Keller,2023-11-16,2024-01-27,1277.94,Awareness,VIP,Japan
2245,Launch Awareness Push 2019,15,,2024-07-31,2024-09-20,37526.55,Awareness,Returning,United Arab Emirates
2246,Spring Conversion Sale 2020,3,Kevin Morris,2020-01-13,2020-03-27,6412.75,Conversion,All,South Africa
2247,Flash Awareness Promo 2022,3,Yvette House,2019-02-13,2019-02-28,8172.92,Awareness,Churned,Global
2248,Winter Acquisition Promo 2022,12,Caitlin Edwards,2020-01-03,2020-02-26,14646.2,Acquisition,At-Risk,Japan
2249,NewYear Conversion Push 2020,12,Anthony Rasmussen,2021-02-20,2021-03-25,17283.75,Conversion,New,France
2250,Loyalty Retention Promo 2019,8,Kevin Morris,2021-08-07,2021-09-08,27134.59,Retention,New,South Africa
2251,Spring Brand Promo 2020,12,Anthony Rasmussen,2022-01-30,2022-03-02,2463.01,Brand,All,Egypt
2252,Spring Acquisition Sale 2023,11,Carolyn Schultz,2023-09-07,2023-10-05,1122.79,Acquisition,All,Japan
2253,Summer Conversion Push 2019,15,Angela Dillon,2022-10-14,2022-11-15,1791.18,Conversion,At-Risk,Brazil
2254,Loyalty Awareness Promo 2022,5,Derek Lowe,2021-05-03,2021-06-01,61497.52,Awareness,All,Canada
2255,Summer Brand Promo 2020,14,Chase Wolf,2024-07-09,2024-08-06,5543.38,Brand,VIP,Nigeria
2256,Loyalty Conversion Drive 2021,10,Anthony Rasmussen,2022-12-06,2022-12-16,6919.8,Conversion,VIP,Nigeria
2257,Winter Conversion Push 2023,10,Miguel Johnston,2021-04-29,2021-07-28,7234.9,Conversion,Returning,France
2258,Flash Conversion Sale 2020,6,Derek Lowe,2019-06-18,2019-09-03,13596.28,Conversion,Churned,Canada
2259,Holiday Awareness Promo 2022,13,Isaiah Hall Jr.,2020-03-13,2020-04-18,15169.54,Awareness,VIP,South Africa
2260,Clearance Conversion Sale 2022,12,Michael Lawrence,2019-02-05,2019-03-11,2008.82,Conversion,Churned,Indonesia
2261,Clearance Acquisition Campaign 2024,7,Dominic Bennett,2022-04-12,2022-06-11,10896.58,Acquisition,New,Australia
2262,BlackFriday Acquisition Push 2019,8,,2021-04-17,2021-05-08,5572.42,Acquisition,Returning,United States
2263,Loyalty Acquisition Sale 2021,13,Donna Nelson,2019-08-11,2019-09-13,3215.77,Acquisition,Churned,Canada
2264,Winter Awareness Promo 2021,4,Angela Dillon,2019-12-07,2020-01-22,1845.89,Awareness,Churned,United Kingdom
2265,Launch Brand Drive 2020,3,,2021-05-01,2021-07-18,5920.95,Brand,Churned,Global
2266,Loyalty Awareness Campaign 2024,9,,2024-04-11,2024-06-09,2273.57,Awareness,VIP,Egypt
2267,Winter Acquisition Drive 2023,3,Yvette House,2022-01-16,2022-04-06,8016.61,Acquisition,Churned,United Kingdom
2268,Winter Acquisition Push 2021,9,Michael Lawrence,2019-01-31,2019-03-20,4593.1,Acquisition,At-Risk,Saudi Arabia
2269,Winter Acquisition Campaign 2024,12,Mark Harris,2024-08-03,2024-09-08,5531.52,Acquisition,At-Risk,Global
2270,Summer Retention Promo 2023,7,,2023-02-23,2023-03-10,12292.79,Retention,At-Risk,Canada
2271,Prospecting Acquisition Drive 2023,1,,2021-05-25,2021-08-12,9878.18,Acquisition,New,Indonesia
2272,Clearance Brand Promo 2023,2,Levi Stewart,2022-08-08,2022-09-25,312.77,Brand,New,Germany
2273,Spring Acquisition Sale 2024,4,,2022-01-19,2022-02-26,3940.83,Acquisition,VIP,Mexico
2274,Flash Conversion Sale 2022,10,,2023-10-17,2023-11-02,1983.5,Conversion,VIP,South Africa
2275,NewYear Retention Sale 2020,8,Rebecca Prince,2023-08-19,2023-10-28,12057.99,Retention,At-Risk,Egypt
2276,NewYear Acquisition Campaign 2023,13,Mark Harris,2022-12-13,2023-01-17,1179.65,Acquisition,New,Spain
2277,Winter Acquisition Campaign 2021,13,Lori Delgado,2020-08-30,2020-10-01,1651.39,Acquisition,All,Nigeria
2278,Prospecting Brand Sale 2024,11,Derek Lowe,2019-06-24,2019-09-22,42175.29,Brand,All,United Kingdom
2279,Summer Retention Push 2020,6,Nicholas Gordon,2019-07-15,2019-10-03,1344.8,Retention,Churned,Spain
2280,Summer Acquisition Campaign 2023,14,Jennifer Obrien,2023-10-10,2023-12-15,5861.36,Acquisition,New,United States
2281,Loyalty Brand Promo 2020,6,Jennifer Obrien,2020-06-01,2020-08-23,5962.56,Brand,At-Risk,Spain
2282,Holiday Brand Push 2024,11,Jason Fletcher,2024-01-18,2024-02-25,4440.23,Brand,Returning,Netherlands
2283,Clearance Awareness Sale 2022,1,Isaiah Hall Jr.,2023-03-09,2023-04-25,2291.47,Awareness,Churned,United States
2284,Loyalty Awareness Campaign 2022,13,Scott Taylor,2024-01-30,2024-02-14,20986.24,Awareness,VIP,Global
2285,Flash Brand Push 2023,1,Julie Clark,2023-01-09,2023-02-08,1794.23,Brand,Returning,Japan
2286,Flash Awareness Promo 2024,4,Donna Nelson,2020-05-09,2020-07-23,1517.27,Awareness,At-Risk,Japan
2287,Prospecting Brand Drive 2024,5,Rachel Wright,2019-07-25,2019-08-25,12440.9,Brand,Churned,Global
2288,Clearance Acquisition Promo 2021,3,Eric Dodson Jr.,2023-03-22,2023-03-29,13529.95,Acquisition,Churned,Nigeria
2289,Launch Acquisition Promo 2019,3,,2023-01-30,2023-04-16,5584.33,Acquisition,All,France
2290,LAUNCH CONVERSION PROMO 2024,11,,2021-04-18,2021-05-30,12185.17,Conversion,VIP,United Arab Emirates
2291,Holiday Awareness Drive 2023,14,Jason Fletcher,2020-05-22,2020-06-12,11992.19,Awareness,Churned,Italy
2292,Holiday Awareness Promo 2023,13,Rebecca Simmons,2021-03-22,2021-04-19,5398.83,Awareness,Returning,Italy
2293,Launch Brand Push 2020,8,Rachel Wright,2020-01-22,2020-03-31,6428.73,Brand,Returning,Spain
2294,Retarget Brand Push 2019,15,Mark Harris,2023-06-13,2023-07-20,1508.61,Brand,Churned,United States
2295,Prospecting Conversion Push 2022,1,Christine Harris,2019-11-07,2019-12-16,1867.42,Conversion,At-Risk,Egypt
2296,Flash Conversion Campaign 2022,9,Tammy Bell,2020-08-15,2020-09-26,1732.98,Conversion,Churned,Italy
2297,Prospecting Retention Promo 2020,12,,2023-12-14,2024-02-09,25200.16,Retention,Returning,Nigeria
2298,Spring Awareness Sale 2021,13,Jennifer Obrien,2020-10-23,2020-11-28,4036.72,Awareness,New,Netherlands
2299,,6,Mark Morgan,2020-09-18,2020-11-25,7877.84,Conversion,At-Risk,United Kingdom
2300,NewYear Conversion Drive 2020,2,Gloria Keller,2019-01-06,2019-01-13,14723.17,Conversion,Churned,Germany
2301,BlackFriday Conversion Sale 2021,2,Rachel Dickerson,2022-10-05,2022-12-07,2006.31,Conversion,Returning,Saudi Arabia
2302,Prospecting Conversion Push 2023,2,Sandra Kim,2021-09-07,2021-11-01,6444.83,Conversion,New,Canada
2303,Flash Brand Sale 2019,7,Yvette House,2024-05-28,2024-07-13,2354.15,Brand,At-Risk,United States
2304,Flash Acquisition Sale 2023,14,Derek Lowe,2024-01-19,2024-04-01,587.94,Acquisition,Churned,Australia
2305,NewYear Awareness Promo 2022,7,,2021-03-28,2021-06-23,10986.37,Awareness,VIP,Spain
2306,Spring Conversion Campaign 2023,6,Jessica Sanford,2019-12-18,2020-01-25,14533.55,Conversion,At-Risk,South Africa
2307,Holiday Conversion Campaign 2019,13,Mark Morgan,2022-05-27,2022-06-14,22449.41,Conversion,VIP,United States
2308,,4,Stephanie Allen,2019-06-14,2019-07-31,4969.96,Conversion,VIP,United Arab Emirates
2309,NewYear Brand Campaign 2024,14,Carolyn Schultz,2023-12-15,2024-02-14,3768.83,Brand,New,United States
2310,Winter Awareness Sale 2023,4,Eric Dodson Jr.,2022-10-01,2022-11-29,7739.65,Awareness,All,France
2311,Spring Retention Push 2019,3,Rebecca Simmons,2022-01-10,2022-03-06,1463.6,Retention,Churned,Nigeria
2312,Retarget Conversion Push 2019,15,Sandra Kim,2022-02-12,2022-03-03,6854.83,Conversion,All,Netherlands
2313,Flash Acquisition Drive 2022,12,Connie Costa,2019-06-22,2019-09-05,1815.79,Acquisition,VIP,United Kingdom
2314,Retarget Conversion Campaign 2024,10,Lori Delgado,2021-04-06,2021-06-26,4792.14,Conversion,Returning,Mexico
2315,Loyalty Brand Sale 2021,1,Christine Harris,2024-10-24,2024-12-16,568.88,Brand,New,Saudi Arabia
2316,holiday awareness campaign 2024,2,Miguel Johnston,2021-06-14,2021-07-24,10821.04,Awareness,New,Brazil
2317,Retarget Brand Promo 2021,5,,2019-04-05,2019-05-16,11969.46,Brand,Returning,Nigeria
2318,Summer Retention Sale 2023,14,Sandra Kim,2022-11-26,2023-01-25,8856.52,Retention,Returning,Nigeria
2319,NewYear Brand Drive 2019,15,,2019-05-10,2019-06-01,6352.33,Brand,VIP,Australia
2320,BlackFriday Conversion Promo 2019,10,Angela Chandler,2024-02-16,2024-04-12,9986.9,Conversion,At-Risk,Philippines
2321,Spring Conversion Sale 2024,6,Isaiah Hall Jr.,2024-04-09,2024-06-15,4510.12,Conversion,All,Egypt
2322,Spring Retention Campaign 2024,14,Charles Torres,2020-10-02,2020-10-30,4373.64,Retention,Churned,United States
2323,Flash Awareness Sale 2024,1,Judy Lopez,2022-07-01,2022-09-03,1157.93,Awareness,Returning,Mexico
2324,Loyalty Retention Promo 2020,5,Sandra Kim,2022-10-08,2022-11-24,2040.02,Retention,Churned,Australia
2325,Retarget Conversion Sale 2023,4,Rebecca Prince,2021-08-13,2021-10-11,3561.16,Conversion,All,India
2326,SPRING ACQUISITION CAMPAIGN 2023,9,John Lopez,2022-08-16,2022-10-27,5946.61,Acquisition,Churned,Nigeria
2327,Retarget Awareness Sale 2021,12,Anthony Rasmussen,2020-12-26,2021-01-13,53208.98,Awareness,At-Risk,United States
2328,Winter Brand Push 2022,8,Eric Smith MD,2022-01-09,2022-04-05,6170.08,Brand,VIP,Global
2329,Clearance Conversion Campaign 2024,11,Daniel Bridges,2022-10-02,2022-11-08,5421.24,Conversion,New,Mexico
2330,BlackFriday Brand Drive 2021,14,Samuel Smith,2019-08-17,2019-09-04,13750.76,Brand,All,Japan
2331,NewYear Acquisition Promo 2021,3,Jason Fletcher,2023-11-14,2023-12-10,1870.09,Acquisition,Churned,India
2332,Clearance Acquisition Push 2021,11,Eric Smith MD,2021-03-31,2021-06-14,9585.01,Acquisition,At-Risk,Egypt
2333,Retarget Retention Campaign 2020,14,Willie Bowers,2023-11-09,2024-01-26,1454.62,Retention,New,India
2334,Flash Acquisition Promo 2024,1,,2024-06-13,2024-05-02,1350.45,Acquisition,All,Netherlands
2335,Winter Retention Sale 2020,12,Charles Torres,2020-08-22,2020-11-03,3000.82,Retention,Churned,France
2336,,15,Levi Stewart,2024-09-15,2024-11-27,5377.62,Awareness,Churned,Mexico
2337,Clearance Awareness Drive 2019,2,David Zuniga,2021-06-18,2021-07-09,16474.06,Awareness,At-Risk,Germany
2338,Flash Conversion Promo 2023,2,Jon Thomas,2022-09-15,2022-11-09,21856.53,Conversion,All,Global
2339,Loyalty Awareness Drive 2022,2,,2022-03-25,2022-04-08,7482.92,Awareness,Churned,Netherlands
2340,Spring Conversion Promo 2022,6,Scott Taylor,2020-09-14,2020-11-22,2780.57,Conversion,Returning,South Africa
2341,Retarget Brand Promo 2022,15,Chase Wolf,2024-11-02,2024-12-02,3092.06,Brand,Returning,Nigeria
2342,BlackFriday Retention Drive 2023,12,,2024-03-02,2024-05-11,5497.1,Retention,At-Risk,United States
2343,Launch Retention Drive 2020,1,Donna Nelson,2020-04-22,2020-05-14,4008.28,Retention,All,France
2344,Spring Acquisition Promo 2019,6,,2023-11-24,2023-12-13,10055.92,Acquisition,Returning,Canada
2345,Summer Brand Drive 2019,13,Robert Massey,2024-05-18,2024-06-15,3981.02,Brand,At-Risk,Nigeria
2346,Summer Brand Drive 2022,10,,2021-07-19,2021-09-15,8510.22,Brand,At-Risk,United States
2347,Flash Brand Promo 2022,3,Robert Jones,2019-05-01,2019-06-03,8383.85,Brand,Churned,India
2348,Retarget Brand Promo 2024,14,Kevin Morris,2020-01-20,2020-02-04,4525.17,Brand,At-Risk,Japan
2349,Spring Brand Sale 2022,7,Jason Fletcher,2023-01-16,2023-01-23,41322.23,Brand,New,India
2350,Summer Retention Drive 2022,11,Caitlin Edwards,2019-11-27,2019-12-06,5689.09,Retention,At-Risk,United Kingdom
2351,Clearance Acquisition Drive 2020,13,Jason Fletcher,2020-04-01,2020-04-15,5732.2,Acquisition,Churned,Global
2352,Prospecting Retention Campaign 2020,9,Nicholas Gordon,2022-02-08,2022-04-30,2462.14,Retention,Returning,Australia
2353,Prospecting Retention Sale 2021,1,Willie Bowers,2020-02-26,2020-05-08,8015.52,Retention,Returning,Mexico
2354,Loyalty Conversion Push 2023,9,Eric Smith MD,2020-07-28,2020-09-28,4031.83,Conversion,At-Risk,Japan
2355,Flash Retention Push 2021,9,Angela Chandler,2020-07-03,2020-08-31,13573.25,Retention,VIP,United Kingdom
2356,BlackFriday Retention Promo 2024,14,Miguel Johnston,2023-12-11,2024-01-30,1133.39,Retention,At-Risk,United Arab Emirates
2357,Flash Acquisition Campaign 2024,8,Jennifer Obrien,2021-09-23,2021-11-15,4074.87,Acquisition,All,Mexico
2358,Launch Brand Push 2023,2,Jessica Sanford,2023-09-26,2023-10-16,2659.43,Brand,At-Risk,Philippines
2359,Clearance Retention Drive 2022,5,James Smith,2022-10-19,2022-10-26,6159.01,Retention,New,India
2360,Spring Conversion Push 2024,5,Anthony Rasmussen,2019-02-03,2019-03-05,4111.88,Conversion,At-Risk,Australia
2361,Holiday Brand Sale 2024,7,,2021-09-29,2021-10-22,8047.51,Brand,All,Spain
2362,NewYear Conversion Push 2022,11,Mary Rodriguez,2020-01-06,2020-02-29,12782.86,Conversion,At-Risk,Brazil
2363,Loyalty Awareness Sale 2022,4,Kevin Morris,2022-01-19,2022-02-28,5352.17,Awareness,New,Spain
2364,Winter Conversion Campaign 2020,4,Jessica Sanford,2019-02-21,2019-04-12,4016.38,Conversion,Returning,Global
2365,Clearance Conversion Campaign 2021,3,Isaiah Hall Jr.,2020-06-11,2020-08-18,5569.35,Conversion,VIP,Germany
2366,Prospecting Conversion Drive 2023,3,Michael Lawrence,2022-11-24,2023-01-31,13175.43,Conversion,All,Philippines
2367,Summer Awareness Promo 2019,10,,2024-11-10,2024-12-13,3262.32,Awareness,At-Risk,Italy
2368,Holiday Acquisition Push 2019,10,Yolanda Wallace,2022-10-12,2022-12-13,2380.03,Acquisition,Returning,India
2369,Spring Acquisition Drive 2020,5,James Smith,2023-06-07,2023-08-04,6451.51,Acquisition,Returning,South Africa
2370,Spring Retention Push 2022,4,Yolanda Wallace,2023-12-22,2024-01-20,11939.07,Retention,Returning,United Arab Emirates
2371,Holiday Brand Sale 2021,13,Levi Stewart,2021-07-26,2021-08-31,4131.01,Brand,Returning,Nigeria
2372,Summer Awareness Drive 2023,14,Sandra Kim,2019-07-23,2019-10-12,1318.26,Awareness,VIP,France
2373,BlackFriday Acquisition Sale 2023,11,Sandra Ayala,2022-03-14,2022-05-17,4900.77,Acquisition,New,Mexico
2374,Holiday Acquisition Push 2019,4,Eric Smith MD,2020-05-20,2020-06-11,3399.65,Acquisition,All,Global
2375,Holiday Brand Drive 2023,9,John Lopez,2020-04-25,2020-06-17,8579.85,Brand,At-Risk,Global
2376,Spring Awareness Promo 2023,13,Judy Lopez,2020-03-06,2020-05-14,4553.21,Awareness,Churned,Global
2377,BlackFriday Awareness Campaign 2024,15,Connie Costa,2019-09-21,2019-11-23,4504.2,Awareness,New,Philippines
2378,Retarget Conversion Sale 2023,9,Kimberly Jensen,2023-07-09,2023-09-07,1900.12,Conversion,Churned,Spain
2379,Retarget Awareness Campaign 2022,9,,2020-07-04,2020-08-27,2235.31,Awareness,All,Egypt
2380,Prospecting Conversion Push 2022,5,,2022-05-27,2022-07-20,486.81,Conversion,At-Risk,Saudi Arabia
2381,Clearance Acquisition Drive 2024,13,Hunter Woods,2020-11-15,2020-12-12,11497.54,Acquisition,At-Risk,Japan
2382,Holiday Conversion Push 2023,1,Stephanie Allen,2020-07-06,2020-09-08,1185.29,Conversion,Returning,Global
2383,Launch Retention Drive 2024,10,Rachel Dickerson,2023-10-18,2024-01-11,19862.68,Retention,Returning,Mexico
2384,Launch Acquisition Drive 2024,12,Sandra Ayala,2020-01-04,2020-04-01,11616.54,Acquisition,Churned,United Kingdom
2385,Clearance Brand Drive 2024,4,Robert Jones,2024-06-09,2024-09-01,3548.25,Brand,At-Risk,South Africa
2386,Retarget Acquisition Push 2021,14,Derek Lowe,2024-02-16,2024-04-10,6726.5,Acquisition,New,Brazil
2387,Loyalty Awareness Drive 2023,3,Rachel Dickerson,2023-02-10,2023-05-02,5301.14,Awareness,All,Italy
2388,Winter Conversion Sale 2023,6,Debra Smith,2020-09-24,2020-11-12,8436.55,Conversion,New,Spain
2389,Prospecting Retention Drive 2024,7,Jennifer Obrien,2023-06-27,2023-09-23,16556.72,Retention,All,United Kingdom
2390,Holiday Retention Promo 2020,7,Yolanda Wallace,2020-01-20,2020-03-20,11567.29,Retention,At-Risk,Canada
2391,Loyalty Conversion Drive 2020,14,Eric Smith MD,2019-01-13,2019-03-29,6115.72,Conversion,At-Risk,Brazil
2392,Loyalty Brand Promo 2024,3,Elizabeth Hill,2023-08-20,2023-11-13,4949.27,Brand,New,United States
2393,NewYear Brand Push 2019,4,,2022-01-02,2022-01-27,7305.11,Brand,At-Risk,Spain
2394,Winter Acquisition Promo 2022,3,James Smith,2022-12-22,2023-03-11,7513.88,Acquisition,At-Risk,Brazil
2395,blackfriday retention push 2022,15,Willie Bowers,2022-04-01,2022-05-31,6320.1,Retention,Returning,Indonesia
2396,Loyalty Conversion Promo 2020,10,,2021-02-09,2021-05-03,2565.94,Conversion,VIP,United States
2397,Loyalty Brand Promo 2022,4,Hannah Matthews,2022-11-13,2022-12-26,1963.75,Brand,At-Risk,Egypt
2398,Holiday Conversion Sale 2023,7,,2019-04-13,2019-04-27,7380.9,Conversion,Churned,Nigeria
2399,Summer Awareness Push 2019,4,Isaiah Hall Jr.,2022-06-21,2022-07-09,3637.63,Awareness,New,France
2400,Holiday Retention Campaign 2023,12,Hunter Woods,2024-11-29,2025-01-23,2838.54,Retention,Returning,Australia
2401,Retarget Retention Campaign 2022,6,Sandra Ayala,2021-02-04,2021-03-06,4523.19,Retention,Returning,India
2402,Clearance Brand Promo 2019,5,Willie Bowers,2019-08-28,2019-10-01,7131.76,Brand,Churned,Canada
2403,SUMMER RETENTION SALE 2024,7,Angela Dillon,2021-08-09,2021-08-31,21847.0,Retention,New,Indonesia
2404,Launch Conversion Drive 2024,1,Angel Kent,2021-04-28,2021-06-24,3862.54,Conversion,All,United States
2405,Holiday Retention Push 2022,12,Christine Harris,2019-01-08,2019-02-23,2137.76,Retention,VIP,Netherlands
2406,Loyalty Brand Push 2024,13,,2024-10-01,2024-12-07,29220.34,Brand,Churned,Egypt
2407,Retarget Conversion Promo 2022,10,,2019-12-08,2020-02-14,7917.42,Conversion,At-Risk,United Kingdom
2408,Retarget Brand Sale 2024,13,Eric Dodson Jr.,2022-09-06,2022-08-05,26543.76,Brand,At-Risk,Germany
2409,BlackFriday Retention Promo 2023,15,Stephanie Allen,2019-12-26,2020-03-13,2456.31,Retention,New,United States
2410,Clearance Conversion Push 2022,5,Chase Wolf,2024-09-16,2024-10-27,4310.25,Conversion,At-Risk,Italy
2411,BlackFriday Conversion Campaign 2019,10,,2024-01-14,2024-02-17,5989.21,Conversion,All,Brazil
2412,Launch Retention Sale 2024,9,Isaiah Hall Jr.,2023-06-29,2023-08-16,5591.06,Retention,Returning,South Africa
2413,Retarget Awareness Promo 2024,10,Felicia Henry,2021-10-28,2021-12-29,5924.95,Awareness,VIP,Canada
2414,Clearance Acquisition Drive 2020,9,,2020-05-07,2020-06-21,17711.66,Acquisition,All,Netherlands
2415,Loyalty Awareness Drive 2023,8,,2023-03-20,2023-06-04,33658.92,Awareness,Churned,Brazil
2416,Holiday Conversion Promo 2019,8,James Smith,2020-08-24,2020-09-05,4584.76,Conversion,Churned,Spain
2417,loyalty conversion push 2024,9,Jessica Sanford,2024-06-06,2024-06-18,1516.54,Conversion,At-Risk,Australia
2418,Summer Conversion Push 2019,12,,2019-05-17,2019-05-29,4227.71,Conversion,Churned,Philippines
2419,Retarget Brand Campaign 2022,11,John Lopez,2024-04-01,2024-05-28,3077.41,Brand,Churned,Global
2420,Holiday Conversion Promo 2022,3,,2020-09-30,2020-11-05,734.87,Conversion,VIP,Mexico
2421,Loyalty Retention Promo 2024,9,Richard White,2019-04-28,2019-05-19,11929.91,Retention,Returning,Germany
2422,Flash Conversion Sale 2022,11,,2023-11-04,2023-12-11,8923.64,Conversion,Churned,Netherlands
2423,Launch Awareness Drive 2020,2,Levi Stewart,2023-01-26,2023-02-28,14138.32,Awareness,VIP,Japan
2424,BlackFriday Brand Campaign 2022,7,Angel Kent,2019-12-31,2020-01-07,958.2,Brand,VIP,Philippines
2425,Holiday Awareness Campaign 2021,13,Jennifer Obrien,2019-04-10,2019-05-20,11417.77,Awareness,At-Risk,Mexico
2426,Prospecting Retention Drive 2024,8,,2023-06-21,2023-07-08,2250.07,Retention,At-Risk,Canada
2427,Winter Acquisition Promo 2019,3,Levi Stewart,2021-11-16,2021-12-23,503.97,Acquisition,All,Philippines
2428,Prospecting Retention Promo 2023,14,James Smith,2022-07-21,2022-10-06,391.97,Retention,At-Risk,South Africa
2429,Retarget Awareness Drive 2024,12,Tammy Bell,2023-10-26,2024-01-22,3681.85,Awareness,New,United Kingdom
2430,Winter Conversion Promo 2021,13,Rebecca Simmons,2023-08-31,2023-11-23,2217.17,Conversion,Returning,India
2431,Spring Conversion Drive 2019,4,Christine Harris,2020-06-02,2020-07-30,1610.37,Conversion,New,Germany
2432,Launch Acquisition Promo 2020,14,,2020-05-12,2020-05-19,14901.65,Acquisition,New,Australia
2433,Clearance Conversion Push 2022,10,,2024-09-06,2024-11-18,2177.71,Conversion,New,Germany
2434,,15,Alexis Hale,2020-09-30,2020-11-13,2670.7,Awareness,VIP,Netherlands
2435,Winter Brand Promo 2023,2,Rachel Wright,2023-06-28,2023-07-12,4867.85,Brand,At-Risk,Global
2436,Loyalty Awareness Promo 2019,13,Eric Dodson Jr.,2024-07-06,2024-09-23,6267.92,Awareness,Churned,Germany
2437,,4,,2024-10-03,2024-11-24,1228.39,Retention,VIP,Germany
2438,Retarget Awareness Drive 2023,10,Connie Costa,2023-01-07,2023-03-28,1454.77,Awareness,At-Risk,Saudi Arabia
2439,Launch Awareness Campaign 2019,8,Carolyn Schultz,2020-05-16,2020-07-25,5082.42,Awareness,New,Nigeria
2440,Summer Brand Promo 2024,1,Angela Chandler,2022-10-20,2022-11-14,3223.89,Brand,Churned,India
2441,Launch Acquisition Promo 2020,12,Lori Delgado,2021-02-05,2021-04-15,6033.67,Acquisition,All,Germany
2442,Winter Retention Push 2021,10,Angela Dillon,2020-03-30,2020-05-04,13957.71,Retention,Returning,France
2443,BlackFriday Acquisition Drive 2024,2,James Smith,2022-06-16,2022-07-13,3407.58,Acquisition,Returning,United Kingdom
2444,Summer Conversion Sale 2023,10,Rebecca Prince,2020-07-28,2020-08-31,3986.67,Conversion,At-Risk,Canada
2445,Clearance Retention Promo 2023,15,Rebecca Simmons,2023-12-27,2024-03-14,2303.79,Retention,VIP,Spain
2446,BlackFriday Retention Drive 2023,3,Jeffrey Herring,2022-04-29,2022-06-24,24707.38,Retention,At-Risk,Germany
2447,Flash Acquisition Push 2019,2,Elizabeth Hill,2021-02-09,2021-02-20,12725.78,Acquisition,All,Brazil
2448,Flash Awareness Drive 2023,15,,2022-02-07,2022-04-02,1022.72,Awareness,New,Italy
2449,Retarget Retention Sale 2020,6,Robert Massey,2020-02-17,2020-03-09,4646.1,Retention,New,Saudi Arabia
2450,retarget awareness sale 2020,7,Dominic Bennett,2024-10-30,2024-11-16,4475.49,Awareness,New,France
2451,Retarget Acquisition Drive 2023,14,Alexis Hale,2022-02-03,2022-04-28,10383.73,Acquisition,Returning,India
2452,NewYear Acquisition Promo 2019,1,,2022-10-16,2022-12-27,1438.31,Acquisition,At-Risk,Philippines
2453,Summer Acquisition Campaign 2023,12,Carolyn Schultz,2023-11-10,2023-12-06,11351.82,Acquisition,Returning,Germany
2454,Retarget Conversion Promo 2023,13,Eric Dodson Jr.,2020-09-13,2020-11-14,4323.42,Conversion,Churned,South Africa
2455,Winter Brand Sale 2021,12,Donna Nelson,2021-06-08,2021-08-28,1125.25,Brand,All,Spain
2456,Loyalty Awareness Campaign 2021,11,Scott Taylor,2020-06-15,2020-08-31,9287.23,Awareness,New,Japan
2457,NewYear Awareness Push 2021,6,Derek Lowe,2019-10-04,2019-10-19,5748.86,Awareness,Returning,United Kingdom
2458,Flash Acquisition Sale 2023,14,Rebecca Simmons,2022-11-03,2022-11-25,11483.5,Acquisition,At-Risk,Mexico
2459,Prospecting Awareness Drive 2023,13,Jason Fletcher,2022-01-18,2022-01-26,1635.52,Awareness,VIP,Mexico
2460,Summer Retention Drive 2024,12,Sandra Kim,2023-10-22,2023-11-07,6292.55,Retention,All,Indonesia
2461,BLACKFRIDAY AWARENESS SALE 2022,8,,2020-12-19,2021-03-06,6503.66,Awareness,Returning,Mexico
2462,NewYear Brand Promo 2021,7,,2019-05-04,2019-07-22,3326.03,Brand,VIP,United States
2463,Summer Retention Drive 2022,14,Eric Smith MD,2023-11-29,2024-01-17,4749.51,Retention,Churned,United Kingdom
2464,PROSPECTING ACQUISITION CAMPAIGN 2022,7,,2024-07-18,2024-09-06,2453.05,Acquisition,At-Risk,Italy
2465,Holiday Brand Drive 2020,10,Stephanie Allen,2022-01-09,2022-03-26,3368.19,Brand,VIP,Philippines
2466,Clearance Awareness Promo 2020,11,Mark Harris,2021-12-06,2022-02-28,5766.59,Awareness,VIP,Canada
2467,Retarget Acquisition Drive 2020,5,,2019-08-17,2019-08-26,7348.13,Acquisition,VIP,Indonesia
2468,Retarget Retention Campaign 2023,6,Robert Jones,2022-06-17,2022-08-18,5486.63,Retention,Returning,United Arab Emirates
2469,Retarget Acquisition Drive 2021,14,Samuel Smith,2023-12-13,2024-02-16,37589.76,Acquisition,At-Risk,Spain
2470,Loyalty Awareness Promo 2020,10,Michael Lawrence,2019-09-12,2019-09-24,21239.34,Awareness,New,Spain
2471,Clearance Conversion Push 2021,14,Rebecca Simmons,2019-09-28,2019-12-24,12065.34,Conversion,At-Risk,Germany
2472,Retarget Conversion Campaign 2022,8,Donna Nelson,2020-04-01,2020-06-13,12567.24,Conversion,VIP,Philippines
2473,Spring Awareness Campaign 2020,15,Debra Smith,2021-11-21,2022-02-13,3830.05,Awareness,At-Risk,Spain
