customer_id,first_name,last_name,email,age,gender,country,city,segment,signup_date,preferred_device
2745,Leslie,Roach,leslie.roach308@gmail.com,45,Other,United States,West Darlene,Returning,2020-04-06,Tablet
2746,christian,Berger,christian.berger332@gmail.com,29,Male,Germany,Lisaburgh,Returning,2020-05-29,Desktop
2747,Jay,Moran,jay.moran703@gmail.com,47,Female,Brazil,East Ambermouth,At-Risk,2019-05-30,Mobile
2748,Teresa,Perkins,teresa.perkins406@hotmail.com,40,Other,Canada,North Shawnburgh,Returning,2024-09-29,Tablet
2749,Dorothy,Anderson,dorothy.anderson631@gmail.com,32,Male,India,Brianchester,VIP,2024-06-30,Desktop
2750,Jonathon,Ware,jonathon.ware199@yahoo.com,35,Female,Brazil,Port Samanthafort,VIP,2020-12-04,Mobile
2751,Jorge,Rodriguez,jorge.rodriguez945@hotmail.com,27,Other,United States,West Brendan,Returning,2021-02-27,Mobile
2752,AMBER,Herrera,amber.herrera939@yahoo.com,37,Female,Canada,Port Erica,New,2022-10-09,Desktop
2753,Matthew,Brennan,matthew.brennan662@gmail.com,55,Male,Germany,East Levi,VIP,2019-03-29,Mobile
2754,Stephanie,Casey,stephanie.casey160@yahoo.com,18,Other,Mexico,Longside,Returning,2020-09-09,Mobile
2755,  Jonathan  ,Hunter,jonathan.hunter914@hotmail.com,44,Other,Mexico,East Todd,Returning,2022-10-06,Mobile
2756,Shannon,Hammond,,51,Female,united states,North David,,2019-07-08,Tablet
2757,Brandon,Schmidt,brandon.schmidt58@hotmail.com,42,Other,Italy,East Heidiside,Returning,2021-06-30,Mobile
2758,Samantha,Mendez,samantha.mendez579@hotmail.com,34,Other,United Kingdom,South Melissafort,New,2020-09-30,Tablet
2759,Barry,Soto,barry.soto324@gmail.com,32,Other,Canada,West Dale,Returning,2024-10-29,Tablet
2760,Christina,Benson,christina.benson20@gmail.com,18,Male,United States,Jillville,Churned,2021-12-18,Tablet
2761,Gerald,Thomas,gerald.thomas702@yahoo.com,36,Female,United Arab Emirates,Goodmanbury,Returning,2020-04-27,Mobile
2762,Shawn,Martin,shawn.martin68@yahoo.com,46,Male,Mexico,Edwardville,Returning,2021-04-03,Mobile
2763,Nicholas,Flores,nicholas.flores861@yahoo.com,44,Male,  India  ,Hornborough,Returning,2024-06-14,Mobile
2764,Jody,Smith,jody.smith385@hotmail.com,18,Other,Canada,East Theresa,Returning,2020-10-07,Tablet
2765,Scott,Stein,,33,Male,United States,Waynehaven,At-Risk,2021-12-29,Tablet
2766,Carol,Nielsen,carol.nielsen621@gmail.com,34,Female,United States,Stevenburgh,VIP,2019-01-23,Desktop
2767,Neil,Vega,neil.vega610@hotmail.com,43,Male,Australia,Charlesmouth,Returning,2020-02-20,Mobile
2768,Evelyn,Crawford,evelyn.crawford723@hotmail.com,31,Female,India,South Ronald,Returning,2022-12-12,Tablet
2769,ernest,Rich,ernest.rich33@hotmail.com,24,Female,Indonesia,Robertview,Returning,2020-02-10,Mobile
2770,Samantha,Wells,samantha.wells89@gmail.com,37,Female,germany,West Ashley,VIP,2019-02-08,Desktop
2771,Christopher,Ross,christopher.ross381@hotmail.com,48,Female,Australia,East Lisaberg,VIP,2019-03-02,Mobile
2772,Miguel,Hardy,miguel.hardy222@gmail.com,30,Other,US,New Justin,At-Risk,2019-06-06,Mobile
2773,Sandra,Friedman,sandra.friedman180@yahoo.com,25,Male,United States,North Edward,Returning,2020-11-27,Mobile
2774,Katherine,Haynes,katherine.haynes804@yahoo.com,44,Male,Indonesia,South John,New,2023-01-04,Desktop
2775,Lisa,Brewer,lisa.brewer936@gmail.com,30,Male,France,Elizabethburgh,Returning,2019-04-04,Mobile
2776,Nicholas,Rogers,,35,Male,Philippines,Lake Elizabethmouth,Returning,2019-08-01,Mobile
2777,Jamie,Rodriguez,jamie.rodriguez927@hotmail.com,38,Other,United States,North Josephside,Returning,2024-02-10,Desktop
2778,Jeffrey,Foley,jeffrey.foley195@gmail.com,51,Female,Brazil,East Melissaville,Churned,2024-09-11,Mobile
2779,Gerald,Jones,gerald.jones751@hotmail.com,31,Other,United Kingdom,Williamville,New,2023-04-08,Mobile
2780,Amanda,Kane,amanda.kane795@hotmail.com,42,Female,Saudi Arabia,Nicholsfurt,,2020-10-14,Desktop
2781,Alan,Gallagher,alan.gallagher788@gmail.com,29,Male,India,Joseside,Returning,2019-05-09,Tablet
2782,Kyle,Torres,kyle.torres693@gmail.com,52,Male,UK,North Lauraburgh,Returning,2022-06-02,Desktop
2783,Wayne,Randolph,,39,Male,France,Sanchezmouth,Returning,2022-02-15,Mobile
2784,Kimberly,Moyer,kimberly.moyer397@hotmail.com,41,Other,Germany,Campbellfurt,VIP,2023-06-29,Tablet
2785,Kimberly,Wilson,kimberly.wilson119@yahoo.com,44,Male,United Arab Emirates,East Kenneth,New,2020-01-31,Mobile
2786,Cheryl,Espinoza,cheryl.espinoza955@yahoo.com,44,Male,Germany,East Charles,Returning,2020-02-06,Tablet
2787,Kevin,Brown,kevin.brown869@yahoo.com,50,Other,Germany,New Johnny,New,2020-04-20,Desktop
2788,Teresa,Campbell,teresa.campbell342@yahoo.com,26,Female,France,North Thomasmouth,Churned,2019-12-03,Desktop
2789,Kathleen,Chapman,kathleen.chapman106@hotmail.com,42,Other,France,Barbarahaven,New,2019-07-31,Tablet
2790,Eugene,Hale,eugene.hale764@gmail.com,19,Female,Australia,North Jeffreychester,VIP,2021-07-14,Desktop
2791,andrew,Watts,andrew.watts592@gmail.com,49,Female,Canada,North Adamborough,New,2023-06-27,Tablet
2792,Amber,Lee,amber.lee914@yahoo.com,36,Male,Saudi Arabia,Port Cole,Returning,2020-12-05,Mobile
2793,Brandon,Pacheco,brandon.pacheco206@yahoo.com,52,Male,Canada,New Rachel,VIP,2022-04-19,Mobile
2794,Aaron,Kelly,aaron.kelly284@hotmail.com,40,Other,United States,South Megan,New,2022-09-11,Mobile
2795,Donna,Cunningham,,39,Female,Britain,North Shannonside,VIP,2023-03-09,Tablet
2796,Frank,Ellis,frank.ellis121@yahoo.com,31,Female,Saudi Arabia,Port Jeremy,Returning,2024-01-23,Desktop
2797,Victoria,Clark,victoria.clark162@hotmail.com,18,Female,  Canada  ,Nunezborough,Returning,2020-04-14,Desktop
2798,Timothy,Mccullough,timothy.mccullough16@gmail.com,61,Other,Brazil,Cynthiaside,Churned,2024-06-23,Tablet
2799,Karen,Tate,karen.tate527@gmail.com,35,Male,Mexico,Gibsonbury,,2021-08-09,Desktop
2800,Kevin,Waters,kevin.waters556@gmail.com,47,Female,,East Erichaven,Churned,2023-09-30,Tablet
2801,JAMES,Perez,james.perez327@hotmail.com,57,Female,Japan,North Emily,Churned,2024-02-04,Desktop
2802,Jessica,Walker,jessica.walker966@gmail.com,18,Other,United Kingdom,Mclaughlinland,VIP,2022-03-03,Mobile
2803,Mark,Pace,mark.pace588@hotmail.com,18,Male,Spain,South Stephaniefort,Returning,2021-12-16,Desktop
2804,Cody,Williams,cody.williams73@hotmail.com,37,Female,Mexico,Margaretburgh,Returning,2019-01-14,Tablet
2805,Rachel,Medina,rachel.medina914@gmail.com,64,Female,,Johnland,New,2022-09-22,Tablet
2806,Stuart,Wallace,stuart.wallace455@yahoo.com,31,Male,Philippines,South Samanthaville,Returning,2021-02-10,Desktop
2807,Brittney,Riley,brittney.riley30@hotmail.com,28,Female,Germany,New Heather,Returning,2021-02-05,Tablet
2808,Tyler,Navarro,tyler.navarro52@gmail.com,54,Male,,Lake Peter,Returning,2021-03-18,Mobile
2809,stephanie,Ross,stephanie.ross56@yahoo.com,33,Male,United States,New Molly,Returning,2022-06-13,Mobile
2810,Clinton,Morris,clinton.morris402@gmail.com,73,Male,UK,Christinashire,New,2022-05-24,Tablet
2811,Stephanie,Cooper,,37,Other,Mexico,Emilytown,Returning,2023-08-01,Tablet
2812,Joanna,Tanner,joanna.tanner857@hotmail.com,43,Other,South Africa,South Josephfort,Returning,2019-11-09,Tablet
2813,Christina,Henderson,christina.henderson457@yahoo.com,28,Other,,Port Samuelfurt,At-Risk,2021-11-27,Mobile
2814,Anna,Tran,anna.tran320@hotmail.com,51,Female,Netherlands,Parkerfort,New,2020-07-12,Desktop
2815,Michael,Williamson,michael.williamson731@hotmail.com,24,Other,Canada,Richardland,At-Risk,2024-09-20,Tablet
2816,James,Franklin,james.franklin81@hotmail.com,24,Female,United States,Danielmouth,New,2020-06-15,Tablet
2817,Mary,Stone,mary.stone135@hotmail.com,25,Male,United Kingdom,Jamieshire,At-Risk,2022-03-21,Tablet
2818,Amanda,Osborn,amanda.osborn480@yahoo.com,28,Male,India,West Kellytown,New,2023-10-03,Mobile
2819,Garrett,Bowman,garrett.bowman318@yahoo.com,18,Other,United States,West Tammieville,VIP,2024-01-06,Tablet
2820,Valerie,Martin,valerie.martin728@gmail.com,18,Female,Japan,Williamsfurt,VIP,2020-09-27,Mobile
2821,Carolyn,Brown,carolyn.brown238@hotmail.com,44,Male,Philippines,West Amanda,Returning,2020-07-07,Desktop
2822,Abigail,Carrillo,abigail.carrillo882@gmail.com,57,Other,Brazil,Port Elizabeth,Returning,2019-04-01,Mobile
2823,Timothy,Estrada,timothy.estrada935@hotmail.com,59,Female,Spain,New Brooke,Returning,2021-11-03,Mobile
2824,Martha,Paul,martha.paul188@gmail.com,36,Other,South Africa,Robertbury,Churned,2019-02-01,Tablet
2825,Sara,West,sara.west339@yahoo.com,34,Female,United States,North Aaronton,Returning,2023-01-29,Mobile
2826,Jennifer,Wolf,jennifer.wolf500@yahoo.com,28,Male,India,New Pamelastad,Churned,2022-11-14,Desktop
2827,Andre,Donaldson,andre.donaldson487@yahoo.com,38,Male,India,Carterside,New,2020-07-25,Mobile
2828,Annette,Petersen,annette.petersen491@hotmail.com,25,Female,South Africa,Ryanshire,Churned,2019-04-24,Desktop
2829,Kathleen,Sloan,kathleen.sloan290@gmail.com,46,Female,Germany,New Thomaschester,VIP,2024-04-08,Tablet
2830,Linda,Johnson,linda.johnson589@hotmail.com,33,Male,Australia,South Nathan,New,2023-02-16,Tablet
2831,Brandon,Nelson,brandon.nelson106@yahoo.com,35,Female,United Arab Emirates,Stephanieview,Returning,2019-10-16,Tablet
2832,Caitlin,Williams,caitlin.williams816@yahoo.com,45,Male,US,Elizabethchester,New,2022-05-08,Mobile
2833,Sarah,Cardenas,sarah.cardenas570@yahoo.com,59,Other,,West Shelby,VIP,2021-04-07,Desktop
2834,Kristin,Martinez,kristin.martinez812@yahoo.com,35,Female,JAPAN,Cherylchester,VIP,2024-03-26,Tablet
2835,Derrick,Randolph,derrick.randolph473@gmail.com,46,Female,Australia,Port Henry,Returning,2022-08-27,Tablet
2836,Martin,Lewis,martin.lewis424@hotmail.com,35,Male,,Scotttown,Returning,2020-07-20,Tablet
2837,Kyle,Lester,,37,Other,United Kingdom,Gailmouth,Returning,2021-03-26,Desktop
2838,jeffrey,Kim,jeffrey.kim998@gmail.com,30,Female,Spain,Port Madisonbury,Returning,2022-03-16,Mobile
2839,Larry,Burns,larry.burns68@gmail.com,28,Female,Spain,West Mason,New,2021-01-31,Desktop
2840,Craig,Miles,craig.miles834@hotmail.com,29,Other,Australia,North Joycefurt,Returning,2019-10-07,Tablet
2841,Jack,Davis,jack.davis442@gmail.com,48,Female,Italy,Youngberg,New,2022-10-19,Tablet
2842,Steven,Moore,steven.moore807@yahoo.com,53,Female,Canada,New Michael,,2020-12-04,Tablet
2843,Emily,Spencer,emily.spencer711@gmail.com,30,Male,Canada,New Elizabeth,Returning,2020-01-09,Desktop
2844,Meagan,Taylor,meagan.taylor679@yahoo.com,26,Other,Mexico,South Darrellhaven,Returning,2020-12-18,Desktop
2845,Micheal,Miller,micheal.miller758@gmail.com,24,Other,Canada,West Sabrinahaven,Returning,2024-02-10,Tablet
2846,Brandon,Parker,brandon.parker857@gmail.com,50,Female,United States,Shaneport,New,2020-08-12,Desktop
2847,Jerry,Diaz,jerry.diaz607@gmail.com,43,Other,United Arab Emirates,Kelseyport,New,2021-08-18,Mobile
2848,Allison,Paul,allison.paul334@hotmail.com,34,Other,Netherlands,Danielmouth,VIP,2019-09-18,Desktop
2849,Beverly,Park,beverly.park842@hotmail.com,50,Female,France,Gonzalezport,New,2024-01-31,Desktop
2850,Carrie,Johnson,carrie.johnson316@gmail.com,40,Female,India,Dixontown,Returning,2020-05-01,Desktop
2851,David,Robinson,david.robinson613@gmail.com,64,Male,Philippines,Lake Jameshaven,Churned,2024-07-05,Tablet
2852,Tina,Simmons,tina.simmons834@gmail.com,52,Other,Nigeria,Hunterburgh,At-Risk,2023-11-15,Mobile
2853,ANGELA,Gomez,angela.gomez336@gmail.com,35,Female,Netherlands,Danielsborough,Returning,2019-01-22,Tablet
2854,Margaret,Graham,margaret.graham677@yahoo.com,18,Male,Egypt,West Huntermouth,New,2023-02-24,Desktop
2855,Ricky,Decker,ricky.decker223@gmail.com,46,Male,United States,Jessicafort,Returning,2023-11-15,Tablet
2856,Kristen,Williams,kristen.williams925@hotmail.com,25,Other,CANADA,West Rogerfort,Returning,2020-02-16,Desktop
2857,Joshua,James,joshua.james776@gmail.com,25,Male,India,Ramosfurt,New,2024-08-07,Tablet
2858,BRITTANY,Sanders,brittany.sanders153@gmail.com,53,Female,Italy,Jeffreyfurt,Returning,2019-10-27,Tablet
2859,Cassandra,Scott,cassandra.scott299@yahoo.com,51,Female,united kingdom,Greenmouth,At-Risk,2019-04-26,Tablet
2860,Briana,Willis,briana.willis592@gmail.com,46,Female,Brazil,North Brandonside,Returning,2021-01-15,Desktop
2861,Jeremy,Smith,jeremy.smith211@gmail.com,26,Other,Germany,Frankland,At-Risk,2022-03-29,Mobile
2862,Robert,Boyd,robert.boyd307@yahoo.com,43,Other,Japan,Lake Kenneth,VIP,2020-08-29,Tablet
2863,Sharon,Frank,sharon.frank312@yahoo.com,56,Female,Germany,Aguilarmouth,New,2020-01-09,Tablet
2864,Renee,Watson,renee.watson938@yahoo.com,30,Female,Mexico,Cynthiashire,Churned,2021-02-02,Desktop
2865,April,Dougherty,,31,Male,Japan,Port Brittanyburgh,Returning,2019-11-11,Tablet
2866,Scott,Silva,scott.silva523@hotmail.com,18,Female,Netherlands,Port Devinhaven,VIP,2022-03-30,Desktop
2867,Danielle,Solomon,danielle.solomon873@yahoo.com,42,Female,Mexico,South Alexismouth,,2023-07-03,Desktop
2868,Allison,Moon,allison.moon379@yahoo.com,40,Other,United States,Lisaview,Returning,2023-10-08,Desktop
2869,Jamie,Crawford,jamie.crawford1@gmail.com,33,Other,United States,Hendrixville,At-Risk,2019-07-01,Tablet
2870,Jessica,Little,jessica.little841@gmail.com,39,Female,Italy,Karenside,New,2019-09-07,Desktop
2871,Christopher,Sanchez,christopher.sanchez882@yahoo.com,41,Female,INDIA,West Sierramouth,At-Risk,2022-06-16,Desktop
2872,PAIGE,Johnson,paige.johnson241@hotmail.com,45,Female,France,Port Daniel,New,2021-10-22,Tablet
2873,brandon,Stewart,brandon.stewart605@hotmail.com,36,Female,India,Middletonshire,At-Risk,2020-03-31,Tablet
2874,Madeline,Brooks,madeline.brooks326@hotmail.com,18,Other,,Julieside,Returning,2023-07-04,Mobile
2875,Karen,Marshall,karen.marshall416@hotmail.com,28,Female,United States,Port Marymouth,At-Risk,2020-03-03,Mobile
2876,Emily,Smith,emily.smith559@hotmail.com,42,Male,United States,North Barbarashire,New,2019-06-24,Tablet
2877,John,Mathews,john.mathews178@gmail.com,26,Female,Nigeria,Parkermouth,New,2021-02-04,Desktop
2878,John,Simmons,john.simmons193@hotmail.com,55,Other,,Lake Amandaside,Returning,2023-10-14,Mobile
2879,Melissa,Love,melissa.love864@gmail.com,18,Female,India,Markberg,At-Risk,2020-10-17,Mobile
2880,Jennifer,Clark,jennifer.clark158@gmail.com,50,Female,South Africa,Sarahhaven,New,2021-12-23,Tablet
2881,Nicholas,Morales,nicholas.morales129@yahoo.com,63,Male,philippines,East Hannahhaven,Churned,2023-04-28,Desktop
2882,Richard,Sanchez,richard.sanchez74@yahoo.com,18,Other,United Kingdom,Port Christine,VIP,2023-03-24,Desktop
2883,Courtney,Stephens,courtney.stephens148@yahoo.com,35,Other,Australia,West Cynthiaport,New,2021-09-13,Mobile
2884,John,Curtis,john.curtis674@yahoo.com,33,Female,Japan,Allenfort,New,2022-05-29,Desktop
2885,Michael,Clarke,michael.clarke87@gmail.com,18,Male,,South Kellyfurt,Returning,2024-09-26,Tablet
2886,Christina,Keller,christina.keller826@hotmail.com,42,Female,United Kingdom,South Todd,Returning,2021-09-28,Mobile
2887,Melissa,Stephens,melissa.stephens916@yahoo.com,36,Other,US,Ortizmouth,VIP,2024-06-25,Tablet
2888,Kenneth,Boyd,kenneth.boyd953@yahoo.com,18,Female,egypt,Jonathanchester,New,2019-06-17,Tablet
2889,Patricia,Hanson,patricia.hanson185@hotmail.com,26,Female,Brazil,Haleymouth,New,2022-10-22,Tablet
2890,Jamie,Nichols,jamie.nichols435@hotmail.com,35,Other,India,Robertview,Returning,2019-04-04,Mobile
2891,Nathaniel,Martinez,nathaniel.martinez394@gmail.com,37,Female,Brazil,East Tracyborough,Returning,2019-01-19,Desktop
2892,Douglas,Barnes,douglas.barnes191@yahoo.com,45,Female,Philippines,Port William,At-Risk,2019-08-13,Tablet
2893,Cynthia,Rhodes,cynthia.rhodes8@yahoo.com,45,Other,France,New Karibury,At-Risk,2022-07-21,Mobile
2894,Laura,House,laura.house868@hotmail.com,30,Other,Italy,Andrewston,New,2021-07-05,Desktop
2895,Richard,Neal,richard.neal730@hotmail.com,23,Other,Canada,New Glennhaven,New,2022-03-21,Mobile
2896,Michele,Mays,michele.mays421@hotmail.com,48,Other,United Arab Emirates,Hubbardmouth,New,2023-07-11,Tablet
2897,Michael,Foley,michael.foley376@gmail.com,28,Male,Australia,Amandamouth,New,2019-10-25,Desktop
2898,Travis,Chavez,travis.chavez582@gmail.com,19,Female,Philippines,Lake Tammyside,VIP,2024-10-04,Tablet
2899,Tracie,Mccormick,tracie.mccormick378@yahoo.com,21,Male,france,Kimberlyton,,2020-03-20,Tablet
2900,Stacey,Garza,stacey.garza494@hotmail.com,22,Other,United States,New Trevorside,New,2021-10-26,Desktop
2901,Denise,Howard,denise.howard146@hotmail.com,30,Other,Germany,Lake Jim,At-Risk,2021-06-05,Tablet
2902,Kathleen,Cole,kathleen.cole540@yahoo.com,43,Female,Mexico,East Jennifertown,Returning,2022-09-26,Mobile
2903,Daniel,Lynn,daniel.lynn530@gmail.com,34,Male,Italy,Costaburgh,Churned,2022-04-08,Tablet
2904,RANDY,Bailey,randy.bailey912@gmail.com,56,Other,Saudi Arabia,West Carlosburgh,Churned,2024-03-04,Desktop
2905,Jesse,Miller,jesse.miller252@gmail.com,18,Female,Australia,Shannonberg,VIP,2019-01-17,Tablet
2906,Katherine,Jones,katherine.jones760@gmail.com,38,Other,Nigeria,Norrisview,New,2019-08-07,Tablet
2907,Jason,Nelson,jason.nelson80@gmail.com,29,Other,United States,North Christineport,New,2019-08-05,Tablet
2908,Cynthia,Thomas,cynthia.thomas553@yahoo.com,32,Other,Brazil,Johnsonside,At-Risk,2021-11-06,Mobile
2909,Julie,Bird,julie.bird628@hotmail.com,39,Male,United States,Harrisburgh,New,2021-03-28,Mobile
2910,Victoria,Wilkinson,victoria.wilkinson548@gmail.com,45,Male,US,West Alexis,Returning,2023-12-29,Mobile
2911,Heather,Nunez,heather.nunez465@gmail.com,28,Other,Germany,Garciaside,New,2023-12-21,Mobile
2912,Brett,Lee,,36,Other,,Garciafurt,Returning,2020-04-16,Mobile
2913,Thomas,Hernandez,thomas.hernandez432@yahoo.com,18,Female,Philippines,Bensonburgh,New,2019-05-03,Mobile
2914,Sarah,Maxwell,sarah.maxwell297@gmail.com,33,Male,India,Kimberlybury,VIP,2021-05-06,Desktop
2915,Leah,Griffith,leah.griffith712@gmail.com,45,Other,Germany,Jamesside,Returning,2022-07-02,Tablet
2916,Alejandro,Marshall,alejandro.marshall312@hotmail.com,37,Other,united states,Anthonyville,Returning,2021-12-20,Tablet
2917,derrick,Moses,,26,Male,India,North Laurenborough,Returning,2022-09-10,Tablet
2918,Christopher,Goodwin,christopher.goodwin485@gmail.com,30,Other,United States,Jacksonland,VIP,2019-08-28,Desktop
2919,Amber,James,amber.james587@gmail.com,21,Male,Australia,Wilkersonfurt,VIP,2021-12-21,Tablet
2920,Jacob,Johnson,jacob.johnson299@yahoo.com,41,Other,India,Mollyview,Returning,2023-06-17,Tablet
2921,Laura,Lutz,laura.lutz28@gmail.com,47,Female,Saudi Arabia,New Lindsey,VIP,2024-10-14,Mobile
2922,Thomas,Smith,thomas.smith85@yahoo.com,18,Male,United States,Johnton,Returning,2024-11-24,Tablet
2923,Duane,Perez,duane.perez79@yahoo.com,48,Female,France,Melissaberg,Returning,2020-02-07,Mobile
2924,  Douglas  ,Wong,douglas.wong136@gmail.com,31,Other,Mexico,West Herbert,At-Risk,2024-06-19,Mobile
2925,Joseph,Miller,joseph.miller282@hotmail.com,37,Female,U.K.,New Josephmouth,Returning,2023-10-15,Desktop
2926,Thomas,White,thomas.white760@hotmail.com,30,Male,Germany,East Emilychester,Returning,2022-11-06,Tablet
2927,Michael,Davis,michael.davis179@gmail.com,27,Other,United States,Ortizmouth,New,2022-08-13,Tablet
2928,Kevin,Grant,kevin.grant155@hotmail.com,32,Other,Australia,West Stacy,Churned,2023-12-18,Mobile
2929,MICHAEL,Fernandez,michael.fernandez379@gmail.com,45,Male,Mexico,Johnsonville,At-Risk,2019-08-21,Mobile
2930,Elizabeth,Flores,elizabeth.flores802@hotmail.com,52,Other,United States,East Lindaside,Returning,2024-04-13,Desktop
2931,Victoria,Warner,victoria.warner497@hotmail.com,44,Male,Italy,Scottside,New,2021-07-26,Tablet
2932,Natasha,Hooper,natasha.hooper883@hotmail.com,56,Male,japan,Martinezmouth,Returning,2021-04-11,Mobile
2933,Brian,Smith,brian.smith87@hotmail.com,18,Male,Brazil,Larryview,At-Risk,2019-02-21,Tablet
2934,Kara,Gonzales,kara.gonzales957@hotmail.com,22,Male,India,New Danielton,At-Risk,2021-12-11,Mobile
2935,Christine,Bradley,christine.bradley771@gmail.com,25,Female,United States,Turnerton,New,2021-06-03,Mobile
2936,Jillian,Gallagher,jillian.gallagher244@gmail.com,33,Other,Germany,Franklinberg,Returning,2024-01-01,Mobile
2937,Kristen,Petty,kristen.petty744@yahoo.com,47,Other,U.S.A.,Williamview,New,2021-09-10,Desktop
2938,Stephanie,Gordon,stephanie.gordon216@gmail.com,46,Other,Canada,New Tammy,Returning,2021-06-17,Tablet
2939,Joshua,Lopez,joshua.lopez863@hotmail.com,31,Female,Germany,East Cameronburgh,At-Risk,2020-03-12,Desktop
2940,Jessica,Parks,jessica.parks658@hotmail.com,21,Female,India,Port Alexis,New,2024-05-31,Desktop
2941,Aaron,Clark,,28,Male,Canada,North Andrewside,Returning,2022-02-11,Mobile
2942,John,Carter,john.carter409@hotmail.com,53,Female,India,Chavezshire,Returning,2019-09-01,Mobile
2943,Adam,Black,adam.black488@hotmail.com,29,Other,US,North Johnnyfurt,At-Risk,2023-10-16,Tablet
2944,Andrew,Friedman,,18,Female,United Kingdom,Bradleyberg,New,2023-12-03,Tablet
2945,Dominic,Simpson,dominic.simpson723@yahoo.com,50,Female,Italy,Singhton,Returning,2021-04-30,Mobile
2946,Amber,Quinn,amber.quinn269@yahoo.com,44,Male,United Kingdom,Port Michelleside,VIP,2021-07-20,Tablet
2947,Zoe,Price,zoe.price892@gmail.com,23,Female,South Africa,North Sandrashire,New,2022-02-02,Desktop
2948,Gabrielle,Wright,gabrielle.wright296@gmail.com,45,Female,Indonesia,Lake Marymouth,At-Risk,2019-06-30,Mobile
2949,Cody,Khan,cody.khan695@yahoo.com,40,Female,United Arab Emirates,Lake Cassandrastad,New,2023-03-02,Tablet
2950,Mark,Thomas,mark.thomas700@hotmail.com,38,Male,France,Edwardtown,New,2020-02-19,Desktop
2951,Jordan,Abbott,jordan.abbott940@gmail.com,53,Other,Germany,West Jamesbury,Returning,2020-08-31,Tablet
2952,  Robert  ,Griffin,robert.griffin363@yahoo.com,28,Female,Brazil,Justinview,At-Risk,2024-03-06,Tablet
2953,Ryan,Hernandez,ryan.hernandez941@gmail.com,34,Other,United States,North Andreaview,VIP,2024-04-14,Mobile
2954,Jennifer,Patrick,jennifer.patrick344@hotmail.com,29,Female,United States,Lake Williamberg,VIP,2022-11-30,Mobile
2955,William,Carlson,william.carlson822@yahoo.com,25,Male,Saudi Arabia,East Susanfurt,New,2019-11-05,Mobile
2956,Alyssa,Mason,alyssa.mason671@gmail.com,28,Other,France,Bakermouth,New,2024-06-05,Mobile
2957,Taylor,Clarke,taylor.clarke473@yahoo.com,38,Other,Canada,South Larry,New,2024-09-14,Tablet
2958,Jeffrey,Forbes,jeffrey.forbes248@gmail.com,18,Other,Germany,West Christopherville,VIP,2024-12-14,Tablet
2959,Ann,Taylor,ann.taylor603@hotmail.com,37,Male,Brazil,Danielville,New,2023-02-13,Tablet
2960,Shawna,Fuller,shawna.fuller346@hotmail.com,53,Other,Canada,Michaeltown,New,2020-09-20,Tablet
2961,Michelle,Sanders,michelle.sanders185@gmail.com,26,Female,India,South Carolynbury,Returning,2019-05-02,Tablet
2962,Ronald,Johnson,ronald.johnson11@gmail.com,27,Other,Philippines,New John,New,2019-11-11,Desktop
2963,Christopher,Davis,christopher.davis852@hotmail.com,49,Male,India,East Tonya,New,2019-10-06,Desktop
2964,Jessica,Schaefer,jessica.schaefer422@yahoo.com,41,Male,Canada,West Christophertown,New,2022-12-05,Tablet
2965,  Joseph  ,Patel,,48,Other,,South Jillchester,New,2023-07-05,Mobile
2966,Jeffrey,Briggs,jeffrey.briggs360@hotmail.com,25,Male,JAPAN,Larryton,At-Risk,2024-10-27,Tablet
2967,Kevin,Thompson,kevin.thompson291@gmail.com,58,Female,Germany,Barnesbury,New,2024-02-11,Desktop
2968,Kevin,Bryan,kevin.bryan35@gmail.com,30,Male,France,New Christopherbury,Returning,2019-01-15,Tablet
2969,Victor,Paul,,18,Male,india,Lake Kyle,New,2024-01-27,Tablet
2970,Jordan,Bailey,jordan.bailey673@yahoo.com,37,Male,Canada,South Yvetteside,At-Risk,2020-01-06,Tablet
2971,Shelby,Sherman,shelby.sherman654@hotmail.com,18,Male,Canada,Port Stephen,New,2024-09-18,Tablet
2972,Phillip,Hatfield,,60,Male,Germany,Boonefurt,At-Risk,2024-08-10,Desktop
2973,Sarah,Logan,sarah.logan877@gmail.com,35,Other,,West Tonya,At-Risk,2024-09-26,Desktop
2974,Christine,Ramos,christine.ramos385@yahoo.com,41,Other,France,Dixonview,Returning,2023-09-28,Tablet
2975,Kelly,Mcdonald,kelly.mcdonald580@gmail.com,45,Male,India,New Brian,At-Risk,2020-03-31,Desktop
2976,Alexis,Gutierrez,alexis.gutierrez713@gmail.com,25,Male,Spain,Vincentfort,New,2024-12-16,Mobile
2977,Teresa,Martinez,teresa.martinez302@yahoo.com,46,Female,Germany,Lisaport,New,2019-04-28,Tablet
2978,Jessica,Koch,jessica.koch959@yahoo.com,43,Male,United States,North Edward,Returning,2021-01-06,Tablet
2979,Dana,Bridges,dana.bridges465@hotmail.com,44,Female,United Kingdom,Frankview,At-Risk,2022-06-13,Mobile
2980,George,Booker,george.booker709@hotmail.com,18,Other,Britain,Laurieland,New,2023-08-07,Mobile
2981,Craig,Page,craig.page264@yahoo.com,33,Male,United Kingdom,New Andrea,New,2022-03-09,Desktop
2982,Steven,Smith,steven.smith284@hotmail.com,18,Male,United Kingdom,Hallbury,VIP,2021-01-09,Mobile
2983,Brenda,Roberts,,33,Female,United Arab Emirates,Lake Calvin,VIP,2022-02-06,Desktop
